protein,query,helper,smiles,affinity
5HT2B,5TVN,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,5TVN,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.36
5HT2B,5TVN,CHEMBL3092758,NC(=NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)N,0.4
5HT2B,5TVN,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,5TVN,CHEMBL272082,Cc1ccc(cc1)c2nc(nc3CCNCCc23)C4CCCC4,1.0
5HT2B,5TVN,CHEMBL196514,C[C@H]1Oc2c(NC1=O)cccc2N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3,1.0
5HT2B,5TVN,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,1.3
5HT2B,5TVN,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.585
5HT2B,5TVN,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,1.585
5HT2B,5TVN,CHEMBL197653,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,1.7
5HT2B,5TVN,CHEMBL3815112,COc1ccc(CCN(CCCc2ccccc2F)CCc3ccc4OCOc4c3)cc1OC,1.7
5HT2B,5TVN,CHEMBL2397890,CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,2.0
5HT2B,5TVN,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,2.0
5HT2B,5TVN,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,5TVN,CHEMBL3092757,Cl.NC(=NC(=O)c1ccc2Nc3ccccc3Oc2c1)N,2.4
5HT2B,5TVN,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,5TVN,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.162
5HT2B,5TVN,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,5TVN,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,5TVN,CHEMBL3092756,Cl.NC(=NC(=O)c1ccc2Oc3ccccc3Nc2c1)N,3.6
5HT2B,6DRX,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRX,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.36
5HT2B,6DRX,CHEMBL3092758,NC(=NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)N,0.4
5HT2B,6DRX,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRX,CHEMBL272082,Cc1ccc(cc1)c2nc(nc3CCNCCc23)C4CCCC4,1.0
5HT2B,6DRX,CHEMBL196514,C[C@H]1Oc2c(NC1=O)cccc2N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3,1.0
5HT2B,6DRX,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,1.3
5HT2B,6DRX,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.585
5HT2B,6DRX,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,1.585
5HT2B,6DRX,CHEMBL197653,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,1.7
5HT2B,6DRX,CHEMBL3815112,COc1ccc(CCN(CCCc2ccccc2F)CCc3ccc4OCOc4c3)cc1OC,1.7
5HT2B,6DRX,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,2.0
5HT2B,6DRX,CHEMBL2397890,CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,2.0
5HT2B,6DRX,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRX,CHEMBL3092757,Cl.NC(=NC(=O)c1ccc2Nc3ccccc3Oc2c1)N,2.4
5HT2B,6DRX,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,6DRX,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.162
5HT2B,6DRX,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,6DRX,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRX,CHEMBL3092756,Cl.NC(=NC(=O)c1ccc2Oc3ccccc3Nc2c1)N,3.6
5HT2B,6DRY,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRY,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.36
5HT2B,6DRY,CHEMBL3092758,NC(=NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)N,0.4
5HT2B,6DRY,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRY,CHEMBL272082,Cc1ccc(cc1)c2nc(nc3CCNCCc23)C4CCCC4,1.0
5HT2B,6DRY,CHEMBL196514,C[C@H]1Oc2c(NC1=O)cccc2N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3,1.0
5HT2B,6DRY,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,1.3
5HT2B,6DRY,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.585
5HT2B,6DRY,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,1.585
5HT2B,6DRY,CHEMBL197653,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,1.7
5HT2B,6DRY,CHEMBL3815112,COc1ccc(CCN(CCCc2ccccc2F)CCc3ccc4OCOc4c3)cc1OC,1.7
5HT2B,6DRY,CHEMBL2397890,CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,2.0
5HT2B,6DRY,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,2.0
5HT2B,6DRY,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRY,CHEMBL3092757,Cl.NC(=NC(=O)c1ccc2Nc3ccccc3Oc2c1)N,2.4
5HT2B,6DRY,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,6DRY,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.162
5HT2B,6DRY,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,6DRY,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRY,CHEMBL3092756,Cl.NC(=NC(=O)c1ccc2Oc3ccccc3Nc2c1)N,3.6
5HT2B,6DRZ,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DRZ,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.36
5HT2B,6DRZ,CHEMBL3092758,NC(=NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)N,0.4
5HT2B,6DRZ,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DRZ,CHEMBL196514,C[C@H]1Oc2c(NC1=O)cccc2N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3,1.0
5HT2B,6DRZ,CHEMBL272082,Cc1ccc(cc1)c2nc(nc3CCNCCc23)C4CCCC4,1.0
5HT2B,6DRZ,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,1.3
5HT2B,6DRZ,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.585
5HT2B,6DRZ,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,1.585
5HT2B,6DRZ,CHEMBL3815112,COc1ccc(CCN(CCCc2ccccc2F)CCc3ccc4OCOc4c3)cc1OC,1.7
5HT2B,6DRZ,CHEMBL197653,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,1.7
5HT2B,6DRZ,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,2.0
5HT2B,6DRZ,CHEMBL2397890,CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,2.0
5HT2B,6DRZ,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DRZ,CHEMBL3092757,Cl.NC(=NC(=O)c1ccc2Nc3ccccc3Oc2c1)N,2.4
5HT2B,6DRZ,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,6DRZ,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.162
5HT2B,6DRZ,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,6DRZ,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DRZ,CHEMBL3092756,Cl.NC(=NC(=O)c1ccc2Oc3ccccc3Nc2c1)N,3.6
5HT2B,6DS0,CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,0.281
5HT2B,6DS0,CHEMBL1112,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.36
5HT2B,6DS0,CHEMBL3092758,NC(=NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)N,0.4
5HT2B,6DS0,CHEMBL1201356,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.8
5HT2B,6DS0,CHEMBL196514,C[C@H]1Oc2c(NC1=O)cccc2N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3,1.0
5HT2B,6DS0,CHEMBL272082,Cc1ccc(cc1)c2nc(nc3CCNCCc23)C4CCCC4,1.0
5HT2B,6DS0,CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc12,1.3
5HT2B,6DS0,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.585
5HT2B,6DS0,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,1.585
5HT2B,6DS0,CHEMBL197653,C[C@H](N)Cn1ncc2ccc(O)c(F)c12,1.7
5HT2B,6DS0,CHEMBL3815112,COc1ccc(CCN(CCCc2ccccc2F)CCc3ccc4OCOc4c3)cc1OC,1.7
5HT2B,6DS0,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,2.0
5HT2B,6DS0,CHEMBL2397890,CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,2.0
5HT2B,6DS0,CHEMBL442,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,2.203
5HT2B,6DS0,CHEMBL3092757,Cl.NC(=NC(=O)c1ccc2Nc3ccccc3Oc2c1)N,2.4
5HT2B,6DS0,CHEMBL269974,Cc1ccc(cc1)c2nc(Cc3ccccc3)nc4CCNCCc24,2.5
5HT2B,6DS0,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,3.162
5HT2B,6DS0,CHEMBL190699,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)c(C)c3N12,3.2
5HT2B,6DS0,CHEMBL157138,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,3.242
5HT2B,6DS0,CHEMBL3092756,Cl.NC(=NC(=O)c1ccc2Oc3ccccc3Nc2c1)N,3.6
AR,1E3G,CHEMBL484727,Cc1c(Cl)c(ccc1\N=C\2/O[C@@H]([C@@H]3[C@@H](O)CCN23)C(F)(F)F)C#N,0.2
AR,1E3G,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,1E3G,CHEMBL296323,C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],0.3
AR,1E3G,CHEMBL238330,FC(F)C1=CC(=O)Nc2ccc(cc12)N(CC(F)(F)F)CC(F)(F)F,0.4
AR,1E3G,CHEMBL233773,Cc1c(Cl)c(ccc1N2C(=O)[C@@H]3[C@H](O)CCN3S2(=O)=O)C#N,0.45
AR,1E3G,CHEMBL395483,CC1=C(C(=O)N2CC[C@H](O)[C@@H]12)c3ccc(C#N)c(Cl)c3C,0.5
AR,1E3G,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,1E3G,CHEMBL224263,C[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,0.9
AR,1E3G,CHEMBL185880,[O-][N+](=O)c1ccc(N2C(=O)[C@H]3[C@H]4CC[C@H](C4)N3C2=O)c5ccccc15,1.0
AR,1E3G,CHEMBL3623125,C[C@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@H]4[C@@H]2C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,1.0
AR,1E3G,CHEMBL253535,Oc1cccc2OCc3c(ccc4NC(=O)C=C(c34)C(F)(F)F)c12,1.3
AR,1E3G,CHEMBL467888,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c2ccc3NC(=O)C=C(c3c2)C(F)(F)F,1.5
AR,1E3G,CHEMBL1210152,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cc(Cl)ncn5,3.5
AR,1E3G,CHEMBL197595,C[C@@H]1CN([C@@H](C)CN1C(=O)Nc2ccc(nc2)C(F)(F)F)c3ccc(C#N)c(c3)C(F)(F)F,4.6
AR,1E3G,CHEMBL3120319,C\C(=C/1\c2ccccc2COc3ccccc13)\c4cccc(NS(=O)(=O)C)c4,5.98
AR,1E3G,CHEMBL394593,COc1c(Cl)c(ccc1C#N)N2C(=O)[C@@H]3[C@H](O)CCN3C2=O,6.1
AR,1E3G,CHEMBL217324,Oc1cc(c2cc(ccc2n1)N(CC3CC3)CC4CC4)C(F)(F)F,6.3
AR,1E3G,CHEMBL3623122,CN1CCN(CC1)OC(=O)N[C@@H]2C[C@@]3(C)O[C@]2(C)[C@H]4[C@@H]3C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,7.0
AR,1E3G,CHEMBL3706898,CCCc1cc2C(=CC(=O)Nc2cc1N)C(F)(F)F,9.0
AR,1E3G,CHEMBL1210783,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cccc(c5)C(=O)N,9.0
AR,1T5Z,CHEMBL484727,Cc1c(Cl)c(ccc1\N=C\2/O[C@@H]([C@@H]3[C@@H](O)CCN23)C(F)(F)F)C#N,0.2
AR,1T5Z,CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.25
AR,1T5Z,CHEMBL296323,C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],0.3
AR,1T5Z,CHEMBL238330,FC(F)C1=CC(=O)Nc2ccc(cc12)N(CC(F)(F)F)CC(F)(F)F,0.4
AR,1T5Z,CHEMBL233773,Cc1c(Cl)c(ccc1N2C(=O)[C@@H]3[C@H](O)CCN3S2(=O)=O)C#N,0.45
AR,1T5Z,CHEMBL395483,CC1=C(C(=O)N2CC[C@H](O)[C@@H]12)c3ccc(C#N)c(Cl)c3C,0.5
AR,1T5Z,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0.65
AR,1T5Z,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,1T5Z,CHEMBL224263,C[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,0.9
AR,1T5Z,CHEMBL185880,[O-][N+](=O)c1ccc(N2C(=O)[C@H]3[C@H]4CC[C@H](C4)N3C2=O)c5ccccc15,1.0
AR,1T5Z,CHEMBL3623125,C[C@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@H]4[C@@H]2C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,1.0
AR,1T5Z,CHEMBL253535,Oc1cccc2OCc3c(ccc4NC(=O)C=C(c34)C(F)(F)F)c12,1.3
AR,1T5Z,CHEMBL467888,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c2ccc3NC(=O)C=C(c3c2)C(F)(F)F,1.5
AR,1T5Z,CHEMBL1210152,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cc(Cl)ncn5,3.5
AR,1T5Z,CHEMBL197595,C[C@@H]1CN([C@@H](C)CN1C(=O)Nc2ccc(nc2)C(F)(F)F)c3ccc(C#N)c(c3)C(F)(F)F,4.6
AR,1T5Z,CHEMBL3120319,C\C(=C/1\c2ccccc2COc3ccccc13)\c4cccc(NS(=O)(=O)C)c4,5.98
AR,1T5Z,CHEMBL394593,COc1c(Cl)c(ccc1C#N)N2C(=O)[C@@H]3[C@H](O)CCN3C2=O,6.1
AR,1T5Z,CHEMBL217324,Oc1cc(c2cc(ccc2n1)N(CC3CC3)CC4CC4)C(F)(F)F,6.3
AR,1T5Z,CHEMBL3623122,CN1CCN(CC1)OC(=O)N[C@@H]2C[C@@]3(C)O[C@]2(C)[C@H]4[C@@H]3C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,7.0
AR,1T5Z,CHEMBL1210783,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cccc(c5)C(=O)N,9.0
AR,2AM9,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,2AM9,CHEMBL484727,Cc1c(Cl)c(ccc1\N=C\2/O[C@@H]([C@@H]3[C@@H](O)CCN23)C(F)(F)F)C#N,0.2
AR,2AM9,CHEMBL296323,C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],0.3
AR,2AM9,CHEMBL238330,FC(F)C1=CC(=O)Nc2ccc(cc12)N(CC(F)(F)F)CC(F)(F)F,0.4
AR,2AM9,CHEMBL233773,Cc1c(Cl)c(ccc1N2C(=O)[C@@H]3[C@H](O)CCN3S2(=O)=O)C#N,0.45
AR,2AM9,CHEMBL395483,CC1=C(C(=O)N2CC[C@H](O)[C@@H]12)c3ccc(C#N)c(Cl)c3C,0.5
AR,2AM9,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,2AM9,CHEMBL224263,C[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,0.9
AR,2AM9,CHEMBL3623125,C[C@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@H]4[C@@H]2C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,1.0
AR,2AM9,CHEMBL185880,[O-][N+](=O)c1ccc(N2C(=O)[C@H]3[C@H]4CC[C@H](C4)N3C2=O)c5ccccc15,1.0
AR,2AM9,CHEMBL253535,Oc1cccc2OCc3c(ccc4NC(=O)C=C(c34)C(F)(F)F)c12,1.3
AR,2AM9,CHEMBL467888,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c2ccc3NC(=O)C=C(c3c2)C(F)(F)F,1.5
AR,2AM9,CHEMBL1210152,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cc(Cl)ncn5,3.5
AR,2AM9,CHEMBL197595,C[C@@H]1CN([C@@H](C)CN1C(=O)Nc2ccc(nc2)C(F)(F)F)c3ccc(C#N)c(c3)C(F)(F)F,4.6
AR,2AM9,CHEMBL3120319,C\C(=C/1\c2ccccc2COc3ccccc13)\c4cccc(NS(=O)(=O)C)c4,5.98
AR,2AM9,CHEMBL394593,COc1c(Cl)c(ccc1C#N)N2C(=O)[C@@H]3[C@H](O)CCN3C2=O,6.1
AR,2AM9,CHEMBL217324,Oc1cc(c2cc(ccc2n1)N(CC3CC3)CC4CC4)C(F)(F)F,6.3
AR,2AM9,CHEMBL3623122,CN1CCN(CC1)OC(=O)N[C@@H]2C[C@@]3(C)O[C@]2(C)[C@H]4[C@@H]3C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,7.0
AR,2AM9,CHEMBL3706898,CCCc1cc2C(=CC(=O)Nc2cc1N)C(F)(F)F,9.0
AR,2AM9,CHEMBL1210783,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cccc(c5)C(=O)N,9.0
AR,2AMB,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,2AMB,CHEMBL484727,Cc1c(Cl)c(ccc1\N=C\2/O[C@@H]([C@@H]3[C@@H](O)CCN23)C(F)(F)F)C#N,0.2
AR,2AMB,CHEMBL296323,C[C@](O)(CBr)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],0.3
AR,2AMB,CHEMBL238330,FC(F)C1=CC(=O)Nc2ccc(cc12)N(CC(F)(F)F)CC(F)(F)F,0.4
AR,2AMB,CHEMBL233773,Cc1c(Cl)c(ccc1N2C(=O)[C@@H]3[C@H](O)CCN3S2(=O)=O)C#N,0.45
AR,2AMB,CHEMBL395483,CC1=C(C(=O)N2CC[C@H](O)[C@@H]12)c3ccc(C#N)c(Cl)c3C,0.5
AR,2AMB,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,2AMB,CHEMBL224263,C[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,0.9
AR,2AMB,CHEMBL3623125,C[C@]12C[C@@H](NS(=O)(=O)c3ccccc3F)[C@](C)(O1)[C@H]4[C@@H]2C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,1.0
AR,2AMB,CHEMBL185880,[O-][N+](=O)c1ccc(N2C(=O)[C@H]3[C@H]4CC[C@H](C4)N3C2=O)c5ccccc15,1.0
AR,2AMB,CHEMBL253535,Oc1cccc2OCc3c(ccc4NC(=O)C=C(c34)C(F)(F)F)c12,1.3
AR,2AMB,CHEMBL467888,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c2ccc3NC(=O)C=C(c3c2)C(F)(F)F,1.5
AR,2AMB,CHEMBL1210152,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cc(Cl)ncn5,3.5
AR,2AMB,CHEMBL197595,C[C@@H]1CN([C@@H](C)CN1C(=O)Nc2ccc(nc2)C(F)(F)F)c3ccc(C#N)c(c3)C(F)(F)F,4.6
AR,2AMB,CHEMBL3120319,C\C(=C/1\c2ccccc2COc3ccccc13)\c4cccc(NS(=O)(=O)C)c4,5.98
AR,2AMB,CHEMBL394593,COc1c(Cl)c(ccc1C#N)N2C(=O)[C@@H]3[C@H](O)CCN3C2=O,6.1
AR,2AMB,CHEMBL217324,Oc1cc(c2cc(ccc2n1)N(CC3CC3)CC4CC4)C(F)(F)F,6.3
AR,2AMB,CHEMBL3623122,CN1CCN(CC1)OC(=O)N[C@@H]2C[C@@]3(C)O[C@]2(C)[C@H]4[C@@H]3C(=O)N(C4=O)c5ccc(C#N)c(c5)C(F)(F)F,7.0
AR,2AMB,CHEMBL3706898,CCCc1cc2C(=CC(=O)Nc2cc1N)C(F)(F)F,9.0
AR,2AMB,CHEMBL1210783,C[C@]12CN(C[C@](C)(O1)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F)c5cccc(c5)C(=O)N,9.0
AR,2AX9,CHEMBL27769,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.2
AR,2AX9,CHEMBL484727,Cc1c(Cl)c(ccc1\N=C\2/O[C@@H]([C@@H]3[C@@H](O)CCN23)C(F)(F)F)C#N,0.2
AR,2AX9,CHEMBL238330,FC(F)C1=CC(=O)Nc2ccc(cc12)N(CC(F)(F)F)CC(F)(F)F,0.4
AR,2AX9,CHEMBL233773,Cc1c(Cl)c(ccc1N2C(=O)[C@@H]3[C@H](O)CCN3S2(=O)=O)C#N,0.45
AR,2AX9,CHEMBL395483,CC1=C(C(=O)N2CC[C@H](O)[C@@H]12)c3ccc(C#N)c(Cl)c3C,0.5
AR,2AX9,CHEMBL3765171,Cc1c(Cl)c(ccc1N[C@@H]2CCC[C@]2(C)O)C#N,0.68
AR,2AX9,CHEMBL224263,C[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,0.9
